Date,State,Population,new_hospitalized_patients,cumulative_hospitalized_patients,current_hospitalized_patients,current_intensive_care_patients
10/16/2021,Arkansas,2978204,55,40828,445,181
10/17/2021,Arkansas,2978204,55,40883,445,186
10/18/2021,Arkansas,2978204,45,40928,433,173
10/19/2021,Arkansas,2978204,58,40986,445,171
10/20/2021,Arkansas,2978204,66,41052,433,165
10/21/2021,Arkansas,2978204,55,41107,428,153
10/22/2021,Arkansas,2978204,52,41159,417,152
10/23/2021,Arkansas,2978204,37,41196,376,149
10/24/2021,Arkansas,2978204,57,41253,390,151
10/25/2021,Arkansas,2978204,31,41284,388,153
10/26/2021,Arkansas,2978204,51,41335,368,149
10/27/2021,Arkansas,2978204,56,41391,373,152
10/28/2021,Arkansas,2978204,46,41437,364,155
10/29/2021,Arkansas,2978204,51,41488,356,148
10/30/2021,Arkansas,2978204,48,41536,358,135
10/31/2021,Arkansas,2978204,43,41579,346,133
11/1/2021,Arkansas,2978204,32,41611,352,130
11/2/2021,Arkansas,2978204,42,41653,339,125
11/3/2021,Arkansas,2978204,53,41706,344,132
11/4/2021,Arkansas,2978204,38,41744,319,125
11/5/2021,Arkansas,2978204,46,41790,319,129
11/6/2021,Arkansas,2978204,38,41828,309,131
11/7/2021,Arkansas,2978204,33,41861,293,125
11/8/2021,Arkansas,2978204,22,41883,301,120
11/9/2021,Arkansas,2978204,37,41920,302,122
11/10/2021,Arkansas,2978204,49,41969,315,121
11/11/2021,Arkansas,2978204,49,42018,303,120
11/12/2021,Arkansas,2978204,40,42058,306,129
11/13/2021,Arkansas,2978204,43,42101,297,134
11/14/2021,Arkansas,2978204,30,42131,294,124
11/15/2021,Arkansas,2978204,28,42159,297,129
11/16/2021,Arkansas,2978204,33,42192,307,133
11/17/2021,Arkansas,2978204,56,42248,327,128
11/18/2021,Arkansas,2978204,53,42301,335,129
11/19/2021,Arkansas,2978204,52,42353,327,131
11/20/2021,Arkansas,2978204,54,42407,332,137
11/21/2021,Arkansas,2978204,46,42453,352,134
11/22/2021,Arkansas,2978204,41,42494,348,136
11/23/2021,Arkansas,2978204,42,42536,353,135
11/24/2021,Arkansas,2978204,58,42594,367,144
11/25/2021,Arkansas,2978204,61,42655,351,147
11/26/2021,Arkansas,2978204,53,42708,360,151
11/27/2021,Arkansas,2978204,41,42749,385,161
11/28/2021,Arkansas,2978204,60,42809,397,162
11/29/2021,Arkansas,2978204,49,42858,413,169
11/30/2021,Arkansas,2978204,45,42903,409,164
12/1/2021,Arkansas,2978204,71,42974,438,170
12/2/2021,Arkansas,2978204,84,43058,447,165
12/3/2021,Arkansas,2978204,75,43133,429,159
12/4/2021,Arkansas,2978204,72,43205,438,171
12/5/2021,Arkansas,2978204,67,43272,443,158
12/6/2021,Arkansas,2978204,61,43333,447,162
12/7/2021,Arkansas,2978204,82,43415,446,172
12/8/2021,Arkansas,2978204,70,43485,458,173
12/9/2021,Arkansas,2978204,79,43564,478,189
12/10/2021,Arkansas,2978204,73,43637,487,196
12/11/2021,Arkansas,2978204,61,43698,488,199
12/12/2021,Arkansas,2978204,70,43768,493,197
12/13/2021,Arkansas,2978204,53,43821,503,204
12/14/2021,Arkansas,2978204,60,43881,517,204
12/15/2021,Arkansas,2978204,91,43972,529,202
12/16/2021,Arkansas,2978204,95,44067,525,210
12/17/2021,Arkansas,2978204,96,44163,551,227
12/18/2021,Arkansas,2978204,77,44240,526,214
12/19/2021,Arkansas,2978204,67,44307,533,209
12/20/2021,Arkansas,2978204,53,44360,524,208
12/21/2021,Arkansas,2978204,62,44422,512,205
12/22/2021,Arkansas,2978204,86,44508,494,193
12/23/2021,Arkansas,2978204,71,44579,499,182
12/24/2021,Arkansas,2978204,75,44654,486,184
12/25/2021,Arkansas,2978204,63,44717,489,174
12/26/2021,Arkansas,2978204,71,44788,514,188
12/27/2021,Arkansas,2978204,78,44866,543,192
12/28/2021,Arkansas,2978204,107,44973,581,196
12/29/2021,Arkansas,2978204,124,45097,590,193
12/30/2021,Arkansas,2978204,94,45191,599,195
12/31/2021,Arkansas,2978204,117,45308,626,202
1/1/2022,Arkansas,2978204,112,45420,637,205
1/2/2022,Arkansas,2978204,130,45550,687,212
1/3/2022,Arkansas,2978204,102,45652,722,225
1/4/2022,Arkansas,2978204,156,45808,787,234
1/5/2022,Arkansas,2978204,153,45961,824,253
1/6/2022,Arkansas,2978204,169,46130,885,260
1/7/2022,Arkansas,2978204,176,46306,909,257
1/8/2022,Arkansas,2978204,162,46468,900,261
1/9/2022,Arkansas,2978204,160,46628,968,283
1/10/2022,Arkansas,2978204,169,46797,1042,303
1/11/2022,Arkansas,2978204,207,47004,1113,317
1/12/2022,Arkansas,2978204,205,47209,1174,326
1/13/2022,Arkansas,2978204,223,47432,1229,313
1/14/2022,Arkansas,2978204,241,47673,1245,317
1/15/2022,Arkansas,2978204,234,47907,1250,327
1/16/2022,Arkansas,2978204,179,48086,1284,332
1/17/2022,Arkansas,2978204,218,48304,1350,337
1/18/2022,Arkansas,2978204,282,48586,1433,336
1/19/2022,Arkansas,2978204,314,48900,1534,342
1/20/2022,Arkansas,2978204,286,49186,1586,359
1/21/2022,Arkansas,2978204,279,49465,1576,366
1/22/2022,Arkansas,2978204,274,49739,1542,368
1/23/2022,Arkansas,2978204,208,49947,1529,371
1/24/2022,Arkansas,2978204,270,50217,1635,383
1/25/2022,Arkansas,2978204,325,50542,1725,410
1/26/2022,Arkansas,2978204,304,50846,1753,424
1/27/2022,Arkansas,2978204,299,51145,1726,413
1/28/2022,Arkansas,2978204,258,51403,1712,426
1/29/2022,Arkansas,2978204,243,51646,1641,411
1/30/2022,Arkansas,2978204,225,51871,1665,435
1/31/2022,Arkansas,2978204,219,52090,1661,434
2/1/2022,Arkansas,2978204,302,52392,1699,441
2/2/2022,Arkansas,2978204,275,52667,1680,438
2/3/2022,Arkansas,2978204,258,52925,1597,446
2/4/2022,Arkansas,2978204,171,53096,1578,414
2/5/2022,Arkansas,2978204,190,53286,1495,403
2/6/2022,Arkansas,2978204,181,53467,1458,411
2/7/2022,Arkansas,2978204,164,53631,1421,376
2/8/2022,Arkansas,2978204,194,53825,1386,366
2/9/2022,Arkansas,2978204,195,54020,1385,366
8/24/2021,American Samoa,55689,0,0,0,0
8/25/2021,American Samoa,55689,0,0,0,0
8/26/2021,American Samoa,55689,0,0,0,0
8/27/2021,American Samoa,55689,0,0,0,0
8/28/2021,American Samoa,55689,0,0,0,0
8/29/2021,American Samoa,55689,0,0,0,0
8/30/2021,American Samoa,55689,0,0,0,0
8/31/2021,American Samoa,55689,0,0,0,0
9/1/2021,American Samoa,55689,0,0,0,0
9/2/2021,American Samoa,55689,0,0,0,0
9/3/2021,American Samoa,55689,0,0,0,0
9/4/2021,American Samoa,55689,0,0,0,0
9/5/2021,American Samoa,55689,0,0,0,0
9/6/2021,American Samoa,55689,0,0,0,0
9/7/2021,American Samoa,55689,0,0,0,0
9/8/2021,American Samoa,55689,0,0,0,0
9/9/2021,American Samoa,55689,0,0,0,0
9/10/2021,American Samoa,55689,0,0,0,0
9/11/2021,American Samoa,55689,0,0,0,0
9/12/2021,American Samoa,55689,0,0,0,0
9/13/2021,American Samoa,55689,0,0,0,0
9/14/2021,American Samoa,55689,0,0,0,0
9/15/2021,American Samoa,55689,0,0,0,0
9/16/2021,American Samoa,55689,0,0,0,0
9/17/2021,American Samoa,55689,0,0,0,0
9/18/2021,American Samoa,55689,0,0,0,0
9/19/2021,American Samoa,55689,0,0,0,0
9/20/2021,American Samoa,55689,0,0,0,0
9/21/2021,American Samoa,55689,0,0,0,0
9/22/2021,American Samoa,55689,0,0,0,0
9/23/2021,American Samoa,55689,0,0,0,0
9/24/2021,American Samoa,55689,0,0,0,0
9/25/2021,American Samoa,55689,0,0,0,0
9/26/2021,American Samoa,55689,0,0,0,0
9/27/2021,American Samoa,55689,0,0,0,0
9/28/2021,American Samoa,55689,0,0,0,0
9/29/2021,American Samoa,55689,0,0,0,0
9/30/2021,American Samoa,55689,0,0,0,0
10/1/2021,American Samoa,55689,0,0,0,0
10/2/2021,American Samoa,55689,0,0,0,0
10/3/2021,American Samoa,55689,0,0,0,0
10/4/2021,American Samoa,55689,0,0,0,0
10/5/2021,American Samoa,55689,0,0,0,0
10/6/2021,American Samoa,55689,0,0,0,0
10/7/2021,American Samoa,55689,0,0,0,0
10/8/2021,American Samoa,55689,0,0,0,0
10/9/2021,American Samoa,55689,0,0,0,0
10/10/2021,American Samoa,55689,0,0,0,0
10/11/2021,American Samoa,55689,0,0,0,0
10/12/2021,American Samoa,55689,0,0,0,0
10/13/2021,American Samoa,55689,0,0,0,0
10/14/2021,American Samoa,55689,0,0,0,0
10/15/2021,American Samoa,55689,0,0,0,0
10/16/2021,American Samoa,55689,0,0,0,0
10/17/2021,American Samoa,55689,0,0,0,0
10/18/2021,American Samoa,55689,0,0,0,0
10/19/2021,American Samoa,55689,0,0,0,0
10/20/2021,American Samoa,55689,0,0,0,0
10/21/2021,American Samoa,55689,0,0,0,0
10/22/2021,American Samoa,55689,0,0,0,0
10/23/2021,American Samoa,55689,0,0,0,0
10/24/2021,American Samoa,55689,0,0,0,0
10/25/2021,American Samoa,55689,0,0,0,0
10/26/2021,American Samoa,55689,0,0,0,0
10/27/2021,American Samoa,55689,0,0,0,0
10/28/2021,American Samoa,55689,0,0,0,0
10/29/2021,American Samoa,55689,0,0,0,0
10/30/2021,American Samoa,55689,0,0,0,0
10/31/2021,American Samoa,55689,0,0,0,0
11/1/2021,American Samoa,55689,0,0,0,0
11/2/2021,American Samoa,55689,0,0,0,0
11/3/2021,American Samoa,55689,0,0,0,0
11/4/2021,American Samoa,55689,0,0,0,0
11/5/2021,American Samoa,55689,0,0,0,0
11/6/2021,American Samoa,55689,0,0,0,0
11/7/2021,American Samoa,55689,0,0,0,0
11/8/2021,American Samoa,55689,0,0,0,0
11/9/2021,American Samoa,55689,0,0,0,0
11/10/2021,American Samoa,55689,0,0,0,0
11/11/2021,American Samoa,55689,0,0,0,0
11/12/2021,American Samoa,55689,0,0,0,0
11/13/2021,American Samoa,55689,0,0,0,0
11/14/2021,American Samoa,55689,0,0,0,0
11/15/2021,American Samoa,55689,0,0,0,0
11/16/2021,American Samoa,55689,0,0,0,0
11/17/2021,American Samoa,55689,0,0,0,0
11/18/2021,American Samoa,55689,0,0,0,0
11/19/2021,American Samoa,55689,0,0,0,0
11/20/2021,American Samoa,55689,0,0,0,0
11/21/2021,American Samoa,55689,0,0,0,0
11/22/2021,American Samoa,55689,0,0,0,0
11/23/2021,American Samoa,55689,0,0,0,0
11/24/2021,American Samoa,55689,0,0,0,0
11/25/2021,American Samoa,55689,0,0,0,0
11/26/2021,American Samoa,55689,0,0,0,0
11/27/2021,American Samoa,55689,0,0,0,0
11/28/2021,American Samoa,55689,0,0,0,0
11/29/2021,American Samoa,55689,0,0,0,0
11/30/2021,American Samoa,55689,0,0,0,0
12/1/2021,American Samoa,55689,0,0,0,0
12/2/2021,American Samoa,55689,0,0,0,0
12/3/2021,American Samoa,55689,0,0,0,0
12/4/2021,American Samoa,55689,0,0,0,0
12/5/2021,American Samoa,55689,0,0,0,0
12/6/2021,American Samoa,55689,0,0,0,0
12/7/2021,American Samoa,55689,0,0,0,0
12/8/2021,American Samoa,55689,0,0,0,0
12/9/2021,American Samoa,55689,0,0,0,0
12/10/2021,American Samoa,55689,0,0,0,0
12/11/2021,American Samoa,55689,0,0,0,0
12/12/2021,American Samoa,55689,0,0,0,0
12/13/2021,American Samoa,55689,0,0,0,0
12/14/2021,American Samoa,55689,0,0,0,0
12/15/2021,American Samoa,55689,0,0,0,0
12/16/2021,American Samoa,55689,0,0,0,0
12/17/2021,American Samoa,55689,0,0,0,0
12/18/2021,American Samoa,55689,0,0,0,0
12/19/2021,American Samoa,55689,0,0,0,0
12/20/2021,American Samoa,55689,0,0,0,0
12/21/2021,American Samoa,55689,0,0,0,0
12/22/2021,American Samoa,55689,0,0,0,0
12/23/2021,American Samoa,55689,0,0,0,0
12/24/2021,American Samoa,55689,0,0,0,0
12/25/2021,American Samoa,55689,0,0,0,0
12/26/2021,American Samoa,55689,0,0,0,0
12/27/2021,American Samoa,55689,0,0,0,0
12/28/2021,American Samoa,55689,0,0,0,0
12/29/2021,American Samoa,55689,0,0,0,0
12/30/2021,American Samoa,55689,0,0,0,0
12/31/2021,American Samoa,55689,0,0,0,0
1/1/2022,American Samoa,55689,0,0,0,0
1/2/2022,American Samoa,55689,0,0,0,0
1/3/2022,American Samoa,55689,0,0,0,0
1/4/2022,American Samoa,55689,0,0,0,0
1/5/2022,American Samoa,55689,0,0,0,0
1/6/2022,American Samoa,55689,0,0,0,0
1/7/2022,American Samoa,55689,0,0,0,0
1/8/2022,American Samoa,55689,0,0,0,0
1/9/2022,American Samoa,55689,0,0,0,0
1/10/2022,American Samoa,55689,0,0,0,0
1/11/2022,American Samoa,55689,0,0,0,0
1/12/2022,American Samoa,55689,0,0,0,0
1/13/2022,American Samoa,55689,0,0,0,0
1/14/2022,American Samoa,55689,0,0,0,0
1/15/2022,American Samoa,55689,0,0,0,0
1/16/2022,American Samoa,55689,0,0,0,0
1/17/2022,American Samoa,55689,0,0,0,0
1/18/2022,American Samoa,55689,0,0,0,0
1/19/2022,American Samoa,55689,0,0,0,0
1/20/2022,American Samoa,55689,0,0,0,0
1/21/2022,American Samoa,55689,0,0,0,0
1/22/2022,American Samoa,55689,0,0,0,0
1/23/2022,American Samoa,55689,0,0,0,0
1/24/2022,American Samoa,55689,0,0,0,0
1/25/2022,American Samoa,55689,0,0,0,0
1/26/2022,American Samoa,55689,0,0,0,0
1/27/2022,American Samoa,55689,0,0,0,0
1/28/2022,American Samoa,55689,0,0,0,0
1/29/2022,American Samoa,55689,0,0,0,0
1/30/2022,American Samoa,55689,0,0,0,0
1/31/2022,American Samoa,55689,0,0,0,0
2/1/2022,American Samoa,55689,0,0,0,0
2/2/2022,American Samoa,55689,0,0,0,0
2/3/2022,American Samoa,55689,0,0,0,0
2/4/2022,American Samoa,55689,0,0,0,0
2/5/2022,American Samoa,55689,0,0,0,0
2/6/2022,American Samoa,55689,0,0,0,0
2/7/2022,American Samoa,55689,0,0,0,0
2/8/2022,American Samoa,55689,0,0,0,0
2/9/2022,American Samoa,55689,0,0,0,0
7/1/2021,Arizona,6828065,75,63402,346,88
7/2/2021,Arizona,6828065,78,63480,369,89
7/3/2021,Arizona,6828065,73,63553,385,98
7/4/2021,Arizona,6828065,60,63613,390,107
7/5/2021,Arizona,6828065,46,63659,381,111
7/6/2021,Arizona,6828065,62,63721,383,113
7/7/2021,Arizona,6828065,65,63786,408,117
7/8/2021,Arizona,6828065,64,63850,392,121
7/9/2021,Arizona,6828065,68,63918,374,117
7/10/2021,Arizona,6828065,62,63980,408,115
7/11/2021,Arizona,6828065,68,64048,432,124
7/12/2021,Arizona,6828065,77,64125,446,131
7/13/2021,Arizona,6828065,93,64218,472,135
7/14/2021,Arizona,6828065,95,64313,496,130
7/15/2021,Arizona,6828065,91,64404,515,130
7/16/2021,Arizona,6828065,107,64511,551,134
7/17/2021,Arizona,6828065,108,64619,556,139
7/18/2021,Arizona,6828065,97,64716,582,144
7/19/2021,Arizona,6828065,93,64809,580,159
7/20/2021,Arizona,6828065,85,64894,587,174
7/21/2021,Arizona,6828065,116,65010,625,173
7/22/2021,Arizona,6828065,109,65119,648,179
7/23/2021,Arizona,6828065,116,65235,672,194
7/24/2021,Arizona,6828065,98,65333,663,190
7/25/2021,Arizona,6828065,115,65448,685,198
7/26/2021,Arizona,6828065,111,65559,720,211
7/27/2021,Arizona,6828065,145,65704,797,242
7/28/2021,Arizona,6828065,126,65830,826,246
7/29/2021,Arizona,6828065,157,65987,869,251
7/30/2021,Arizona,6828065,186,66173,897,262
7/31/2021,Arizona,6828065,160,66333,932,273
8/1/2021,Arizona,6828065,151,66484,958,262
8/2/2021,Arizona,6828065,144,66628,979,259
8/3/2021,Arizona,6828065,172,66800,1036,278
8/4/2021,Arizona,6828065,166,66966,1042,283
8/5/2021,Arizona,6828065,169,67135,1104,293
8/6/2021,Arizona,6828065,188,67323,1142,319
8/7/2021,Arizona,6828065,158,67481,1112,310
8/8/2021,Arizona,6828065,158,67639,1151,313
8/9/2021,Arizona,6828065,183,67822,1228,340
8/10/2021,Arizona,6828065,199,68021,1268,346
8/11/2021,Arizona,6828065,182,68203,1277,346
8/12/2021,Arizona,6828065,178,68381,1339,354
8/13/2021,Arizona,6828065,201,68582,1356,364
8/14/2021,Arizona,6828065,208,68790,1412,374
8/15/2021,Arizona,6828065,199,68989,1482,385
8/16/2021,Arizona,6828065,200,69189,1504,390
8/17/2021,Arizona,6828065,208,69397,1569,406
8/18/2021,Arizona,6828065,204,69601,1620,416
8/19/2021,Arizona,6828065,185,69786,1622,423
8/20/2021,Arizona,6828065,211,69997,1655,437
8/21/2021,Arizona,6828065,233,70230,1680,436
8/22/2021,Arizona,6828065,183,70413,1687,456
8/23/2021,Arizona,6828065,180,70593,1727,468
8/24/2021,Arizona,6828065,214,70807,1773,469
8/25/2021,Arizona,6828065,196,71003,1717,466
8/26/2021,Arizona,6828065,204,71207,1732,469
8/27/2021,Arizona,6828065,208,71415,1731,482
8/28/2021,Arizona,6828065,229,71644,1714,479
8/29/2021,Arizona,6828065,214,71858,1731,495
8/30/2021,Arizona,6828065,214,72072,1747,493
8/31/2021,Arizona,6828065,265,72337,1784,505
9/1/2021,Arizona,6828065,217,72554,1802,510
9/2/2021,Arizona,6828065,257,72811,1799,503
9/3/2021,Arizona,6828065,223,73034,1824,507
9/4/2021,Arizona,6828065,221,73255,1778,502
9/5/2021,Arizona,6828065,212,73467,1795,506
9/6/2021,Arizona,6828065,215,73682,1813,522
9/7/2021,Arizona,6828065,222,73904,1842,530
9/8/2021,Arizona,6828065,255,74159,1880,524
9/9/2021,Arizona,6828065,235,74394,1884,519
9/10/2021,Arizona,6828065,206,74600,1860,522
9/11/2021,Arizona,6828065,201,74801,1830,524
9/12/2021,Arizona,6828065,200,75001,1846,525
9/13/2021,Arizona,6828065,208,75209,1872,545
9/14/2021,Arizona,6828065,215,75424,1862,549
9/15/2021,Arizona,6828065,212,75636,1839,533
9/16/2021,Arizona,6828065,217,75853,1789,530
9/17/2021,Arizona,6828065,199,76052,1747,521
9/18/2021,Arizona,6828065,185,76237,1667,498
9/19/2021,Arizona,6828065,194,76431,1691,489
9/20/2021,Arizona,6828065,189,76620,1696,493
9/21/2021,Arizona,6828065,192,76812,1692,493
9/22/2021,Arizona,6828065,201,77013,1591,462
9/23/2021,Arizona,6828065,187,77200,1609,466
9/24/2021,Arizona,6828065,187,77387,1606,460
9/25/2021,Arizona,6828065,181,77568,1568,465
9/26/2021,Arizona,6828065,181,77749,1585,482
9/27/2021,Arizona,6828065,155,77904,1570,485
9/28/2021,Arizona,6828065,197,78101,1545,455
9/29/2021,Arizona,6828065,175,78276,1554,449
9/30/2021,Arizona,6828065,180,78456,1526,425
10/1/2021,Arizona,6828065,189,78645,1537,415
10/2/2021,Arizona,6828065,175,78820,1496,422
10/3/2021,Arizona,6828065,149,78969,1517,419
10/4/2021,Arizona,6828065,149,79118,1537,419
10/5/2021,Arizona,6828065,210,79328,1553,408
10/6/2021,Arizona,6828065,185,79513,1544,415
10/7/2021,Arizona,6828065,176,79689,1500,409
10/8/2021,Arizona,6828065,166,79855,1509,412
10/9/2021,Arizona,6828065,177,80032,1488,406
10/10/2021,Arizona,6828065,173,80205,1502,400
10/11/2021,Arizona,6828065,153,80358,1494,405
10/12/2021,Arizona,6828065,160,80518,1494,395
10/13/2021,Arizona,6828065,208,80726,1503,401
10/14/2021,Arizona,6828065,184,80910,1449,394
10/15/2021,Arizona,6828065,181,81091,1444,396
10/16/2021,Arizona,6828065,169,81260,1443,401
10/17/2021,Arizona,6828065,173,81433,1436,408
10/18/2021,Arizona,6828065,158,81591,1482,414
10/19/2021,Arizona,6828065,204,81795,1523,431
10/20/2021,Arizona,6828065,166,81961,1487,428
10/21/2021,Arizona,6828065,191,82152,1497,429
10/22/2021,Arizona,6828065,179,82331,1486,419
10/23/2021,Arizona,6828065,181,82512,1469,410
10/24/2021,Arizona,6828065,186,82698,1481,409
10/25/2021,Arizona,6828065,186,82884,1531,421
10/26/2021,Arizona,6828065,208,83092,1536,404
10/27/2021,Arizona,6828065,206,83298,1553,412
10/28/2021,Arizona,6828065,200,83498,1575,415
10/29/2021,Arizona,6828065,221,83719,1600,419
10/30/2021,Arizona,6828065,216,83935,1618,403
10/31/2021,Arizona,6828065,188,84123,1635,394
11/1/2021,Arizona,6828065,200,84323,1644,395
11/2/2021,Arizona,6828065,238,84561,1651,403
11/3/2021,Arizona,6828065,227,84788,1677,410
11/4/2021,Arizona,6828065,253,85041,1702,408
11/5/2021,Arizona,6828065,245,85286,1738,416
11/6/2021,Arizona,6828065,222,85508,1710,442
11/7/2021,Arizona,6828065,235,85743,1774,449
11/8/2021,Arizona,6828065,244,85987,1841,481
11/9/2021,Arizona,6828065,254,86241,1892,496
11/10/2021,Arizona,6828065,240,86481,1936,493
11/11/2021,Arizona,6828065,277,86758,1934,484
11/12/2021,Arizona,6828065,259,87017,1923,497
11/13/2021,Arizona,6828065,270,87287,1964,521
11/14/2021,Arizona,6828065,267,87554,1994,514
11/15/2021,Arizona,6828065,267,87821,2082,543
11/16/2021,Arizona,6828065,287,88108,2162,540
11/17/2021,Arizona,6828065,280,88388,2199,543
11/18/2021,Arizona,6828065,262,88650,2179,543
11/19/2021,Arizona,6828065,259,88909,2194,547
11/20/2021,Arizona,6828065,305,89214,2169,540
11/21/2021,Arizona,6828065,254,89468,2206,556
11/22/2021,Arizona,6828065,267,89735,2250,573
11/23/2021,Arizona,6828065,350,90085,2369,584
11/24/2021,Arizona,6828065,299,90384,2371,595
11/25/2021,Arizona,6828065,299,90683,2369,613
11/26/2021,Arizona,6828065,288,90971,2382,618
11/27/2021,Arizona,6828065,273,91244,2396,613
11/28/2021,Arizona,6828065,310,91554,2432,613
11/29/2021,Arizona,6828065,269,91823,2476,619
11/30/2021,Arizona,6828065,328,92151,2503,623
12/1/2021,Arizona,6828065,339,92490,2541,606
12/2/2021,Arizona,6828065,318,92808,2538,600
12/3/2021,Arizona,6828065,324,93132,2526,612
12/4/2021,Arizona,6828065,350,93482,2536,619
12/5/2021,Arizona,6828065,306,93788,2584,621
12/6/2021,Arizona,6828065,297,94085,2616,646
12/7/2021,Arizona,6828065,312,94397,2626,650
12/8/2021,Arizona,6828065,309,94706,2636,647
12/9/2021,Arizona,6828065,316,95022,2596,659
12/10/2021,Arizona,6828065,321,95343,2624,664
12/11/2021,Arizona,6828065,304,95647,2569,650
12/12/2021,Arizona,6828065,272,95919,2550,638
12/13/2021,Arizona,6828065,259,96178,2515,630
12/14/2021,Arizona,6828065,286,96464,2521,633
12/15/2021,Arizona,6828065,266,96730,2498,609
12/16/2021,Arizona,6828065,274,97004,2443,616
12/17/2021,Arizona,6828065,265,97269,2362,615
12/18/2021,Arizona,6828065,274,97543,2281,591
12/19/2021,Arizona,6828065,261,97804,2285,602
12/20/2021,Arizona,6828065,248,98052,2289,609
12/21/2021,Arizona,6828065,277,98329,2259,598
12/22/2021,Arizona,6828065,289,98618,2240,583
12/23/2021,Arizona,6828065,267,98885,2214,553
12/24/2021,Arizona,6828065,261,99146,2123,547
12/25/2021,Arizona,6828065,233,99379,2051,546
12/26/2021,Arizona,6828065,215,99594,2067,532
12/27/2021,Arizona,6828065,249,99843,2065,532
12/28/2021,Arizona,6828065,302,100145,2122,530
12/29/2021,Arizona,6828065,315,100460,2172,552
12/30/2021,Arizona,6828065,322,100782,2133,527
12/31/2021,Arizona,6828065,329,101111,2112,520
1/1/2022,Arizona,6828065,319,101430,2135,502
1/2/2022,Arizona,6828065,323,101753,2262,523
1/3/2022,Arizona,6828065,311,102064,2286,510
1/4/2022,Arizona,6828065,350,102414,2355,531
1/5/2022,Arizona,6828065,387,102801,2409,531
1/6/2022,Arizona,6828065,377,103178,2482,530
1/7/2022,Arizona,6828065,416,103594,2545,544
1/8/2022,Arizona,6828065,447,104041,2615,547
1/9/2022,Arizona,6828065,444,104485,2692,530
