date,State,Population,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated
2021-12-14,Delaware,945934,127,728275,52,611612
2021-12-15,Delaware,945934,0,728275,0,611612
2021-12-16,Delaware,945934,3912,732187,3779,615391
2021-12-17,Delaware,945934,2312,734499,1999,617390
2021-12-18,Delaware,945934,0,734499,0,617390
2021-12-19,Delaware,945934,1645,736144,895,618285
2021-12-20,Delaware,945934,231,736375,58,618343
2021-12-21,Delaware,945934,-499,735876,461,618804
2021-12-22,Delaware,945934,3593,739469,2247,621051
2021-12-23,Delaware,945934,1569,741038,840,621891
2021-12-24,Delaware,945934,0,741038,0,621891
2021-12-25,Delaware,945934,0,741038,0,621891
2021-12-26,Delaware,945934,0,741038,0,621891
2021-12-27,Delaware,945934,1898,742936,933,622824
2021-12-28,Delaware,945934,1254,744190,659,623483
2021-12-29,Delaware,945934,1005,745195,595,624078
2021-12-30,Delaware,945934,1283,746478,730,624808
2021-12-31,Delaware,945934,0,746478,0,624808
2022-01-01,Delaware,945934,0,746478,0,624808
2022-01-02,Delaware,945934,0,746478,0,624808
2022-01-03,Delaware,945934,0,746478,0,624808
2022-01-04,Delaware,945934,4437,750915,2434,627242
2022-01-05,Delaware,945934,682,751597,523,627765
2022-01-06,Delaware,945934,0,751597,0,627765
2022-01-07,Delaware,945934,238,751835,43,627808
2022-01-08,Delaware,945934,3585,755420,1924,629732
2022-01-09,Delaware,945934,254,755674,53,629785
2022-01-10,Delaware,945934,146,755820,37,629822
2022-01-11,Delaware,945934,2317,758137,1465,631287
2022-01-12,Delaware,945934,242,758379,58,631345
2022-01-13,Delaware,945934,1904,760283,1178,632523
2022-01-14,Delaware,945934,1406,761689,807,633330
2022-01-15,Delaware,945934,0,761689,0,633330
2022-01-16,Delaware,945934,1642,763331,666,633996
2022-01-17,Delaware,945934,0,763331,0,633996
2022-01-18,Delaware,945934,544,763875,72,634068
2022-01-19,Delaware,945934,8116,771991,4603,638671
2022-01-20,Delaware,945934,1117,773108,675,639346
2022-01-21,Delaware,945934,1098,774206,724,640070
2022-01-22,Delaware,945934,1347,775553,767,640837
2022-01-23,Delaware,945934,181,775734,60,640897
2022-01-24,Delaware,945934,135,775869,25,640922
2022-01-25,Delaware,945934,2343,778212,1258,642180
2022-01-26,Delaware,945934,765,778977,436,642616
2022-01-27,Delaware,945934,969,779946,597,643213
2022-01-28,Delaware,945934,975,780921,661,643874
2022-01-29,Delaware,945934,1026,781947,716,644590
2022-01-30,Delaware,945934,119,782066,53,644643
2022-01-31,Delaware,945934,0,782066,0,644643
2022-02-01,Delaware,945934,1656,783722,1144,645787
2022-02-02,Delaware,945934,486,784208,407,646194
2022-02-03,Delaware,945934,0,784208,0,646194
2022-02-04,Delaware,945934,1427,785635,1231,647425
2022-02-05,Delaware,945934,806,786441,702,648127
2022-02-06,Delaware,945934,106,786547,55,648182
2022-02-07,Delaware,945934,53,786600,33,648215
2022-02-08,Delaware,945934,1374,787974,1387,649602
2022-02-09,Delaware,945934,0,787974,0,649602
2021-07-01,Florida,20271272,26391,11546951,26352,9868893
2021-07-02,Florida,20271272,26114,11573065,30645,9899538
2021-07-03,Florida,20271272,23729,11596794,23022,9922560
2021-07-04,Florida,20271272,45342,11642136,45787,9968347
2021-07-05,Florida,20271272,0,11642136,0,9968347
2021-07-06,Florida,20271272,17865,11660001,14932,9983279
2021-07-07,Florida,20271272,7861,11667862,7376,9990655
2021-07-08,Florida,20271272,25350,11693212,25182,10015837
2021-07-09,Florida,20271272,24165,11717377,23743,10039580
2021-07-10,Florida,20271272,23544,11740921,25183,10064763
2021-07-11,Florida,20271272,22733,11763654,22042,10086805
2021-07-12,Florida,20271272,24294,11787948,22716,10109521
2021-07-13,Florida,20271272,18736,11806684,15185,10124706
2021-07-14,Florida,20271272,18528,11825212,18150,10142856
2021-07-15,Florida,20271272,24498,11849710,23495,10166351
2021-07-16,Florida,20271272,1444,11851154,1385,10167736
2021-07-17,Florida,20271272,52002,11903156,53098,10220834
2021-07-18,Florida,20271272,24147,11927303,20163,10240997
2021-07-19,Florida,20271272,25015,11952318,19283,10260280
2021-07-20,Florida,20271272,0,11952318,0,10260280
2021-07-21,Florida,20271272,46276,11998594,35826,10296106
2021-07-22,Florida,20271272,32471,12031065,24847,10320953
2021-07-23,Florida,20271272,32689,12063754,21109,10342062
2021-07-24,Florida,20271272,25928,12089682,16396,10358458
2021-07-25,Florida,20271272,88277,12177959,49085,10407543
2021-07-26,Florida,20271272,723,12178682,246,10407789
2021-07-27,Florida,20271272,32164,12210846,14610,10422399
2021-07-28,Florida,20271272,37498,12248344,13396,10435795
2021-07-29,Florida,20271272,47424,12295768,20555,10456350
2021-07-30,Florida,20271272,48656,12344424,18624,10474974
2021-07-31,Florida,20271272,48571,12392995,22238,10497212
2021-08-01,Florida,20271272,56526,12449521,21307,10518519
2021-08-02,Florida,20271272,47617,12497138,16555,10535074
2021-08-03,Florida,20271272,41813,12538951,16857,10551931
2021-08-04,Florida,20271272,42613,12581564,16064,10567995
2021-08-05,Florida,20271272,56313,12637877,20377,10588372
2021-08-06,Florida,20271272,57422,12695299,20967,10609339
2021-08-07,Florida,20271272,57659,12752958,21351,10630690
2021-08-08,Florida,20271272,54921,12807879,20381,10651071
2021-08-09,Florida,20271272,48776,12856655,19312,10670383
2021-08-10,Florida,20271272,35393,12892048,14500,10684883
2021-08-11,Florida,20271272,41829,12933877,19224,10704107
2021-08-12,Florida,20271272,33226,12967103,16676,10720783
2021-08-13,Florida,20271272,55673,13022776,26210,10746993
2021-08-14,Florida,20271272,60328,13083104,33751,10780744
2021-08-15,Florida,20271272,51241,13134345,32542,10813286
2021-08-16,Florida,20271272,40594,13174939,29507,10842793
2021-08-17,Florida,20271272,34177,13209116,20711,10863504
2021-08-18,Florida,20271272,33145,13242261,28428,10891932
2021-08-19,Florida,20271272,41678,13283939,34243,10926175
2021-08-20,Florida,20271272,44449,13328388,35820,10961995
2021-08-21,Florida,20271272,42000,13370388,36499,10998494
2021-08-22,Florida,20271272,69992,13440380,75395,11073889
2021-08-23,Florida,20271272,1486,13441866,609,11074498
2021-08-24,Florida,20271272,25508,13467374,27986,11102484
2021-08-25,Florida,20271272,33166,13500540,34800,11137284
2021-08-26,Florida,20271272,2312,13502852,1149,11138433
2021-08-27,Florida,20271272,71511,13574363,81554,11219987
2021-08-28,Florida,20271272,0,13574363,0,11219987
2021-08-29,Florida,20271272,76219,13650582,85565,11305552
2021-08-30,Florida,20271272,31504,13682086,45099,11350651
2021-08-31,Florida,20271272,22972,13705058,32821,11383472
2021-09-01,Florida,20271272,31318,13736376,39987,11423459
2021-09-02,Florida,20271272,36773,13773149,44913,11468372
2021-09-03,Florida,20271272,33419,13806568,39878,11508250
2021-09-04,Florida,20271272,33056,13839624,38590,11546840
2021-09-05,Florida,20271272,0,13839624,0,11546840
2021-09-06,Florida,20271272,0,13839624,0,11546840
2021-09-07,Florida,20271272,3964,13843588,1698,11548538
2021-09-08,Florida,20271272,97747,13941335,124609,11673147
2021-09-09,Florida,20271272,14289,13955624,18116,11691263
2021-09-10,Florida,20271272,27770,13983394,45299,11736562
2021-09-11,Florida,20271272,27847,14011241,36050,11772612
2021-09-12,Florida,20271272,27968,14039209,36802,11809414
2021-09-13,Florida,20271272,0,14039209,0,11809414
2021-09-14,Florida,20271272,46749,14085958,63152,11872566
2021-09-15,Florida,20271272,21652,14107610,28065,11900631
2021-09-16,Florida,20271272,26264,14133874,33509,11934140
2021-09-17,Florida,20271272,22856,14156730,32153,11966293
2021-09-18,Florida,20271272,18813,14175543,26212,11992505
2021-09-19,Florida,20271272,2121,14177664,1227,11993732
2021-09-20,Florida,20271272,41499,14219163,65528,12059260
2021-09-21,Florida,20271272,14530,14233693,22551,12081811
2021-09-22,Florida,20271272,12700,14246393,19025,12100836
2021-09-23,Florida,20271272,19084,14265477,29794,12130630
2021-09-24,Florida,20271272,15359,14280836,23649,12154279
2021-09-25,Florida,20271272,19924,14300760,33413,12187692
2021-09-26,Florida,20271272,18609,14319369,30813,12218505
2021-09-27,Florida,20271272,15875,14335244,26120,12244625
2021-09-28,Florida,20271272,0,14335244,0,12244625
2021-09-29,Florida,20271272,14149,14349393,19485,12264110
2021-09-30,Florida,20271272,27718,14377111,36932,12301042
2021-10-01,Florida,20271272,14972,14392083,18142,12319184
2021-10-02,Florida,20271272,10561,14402644,12543,12331727
2021-10-03,Florida,20271272,3493,14406137,810,12332537
2021-10-04,Florida,20271272,43249,14449386,70546,12403083
2021-10-05,Florida,20271272,11879,14461265,18206,12421289
2021-10-06,Florida,20271272,14929,14476194,20112,12441401
2021-10-07,Florida,20271272,11136,14487330,12570,12453971
2021-10-08,Florida,20271272,25453,14512783,32002,12485973
2021-10-09,Florida,20271272,15618,14528401,19116,12505089
2021-10-10,Florida,20271272,0,14528401,0,12505089
2021-10-11,Florida,20271272,0,14528401,0,12505089
2021-10-12,Florida,20271272,29835,14558236,40711,12545800
2021-10-13,Florida,20271272,12623,14570859,14964,12560764
2021-10-14,Florida,20271272,18397,14589256,23455,12584219
2021-10-15,Florida,20271272,14578,14603834,17304,12601523
2021-10-16,Florida,20271272,13790,14617624,15362,12616885
2021-10-17,Florida,20271272,15999,14633623,19172,12636057
2021-10-18,Florida,20271272,11934,14645557,14936,12650993
2021-10-19,Florida,20271272,8555,14654112,9659,12660652
2021-10-20,Florida,20271272,13668,14667780,15016,12675668
2021-10-21,Florida,20271272,1814,14669594,1019,12676687
2021-10-22,Florida,20271272,54472,14724066,45222,12721909
2021-10-23,Florida,20271272,12735,14736801,13205,12735114
2021-10-24,Florida,20271272,12332,14749133,12553,12747667
2021-10-25,Florida,20271272,8862,14757995,8790,12756457
2021-10-26,Florida,20271272,8692,14766687,7974,12764431
2021-10-27,Florida,20271272,15584,14782271,13415,12777846
2021-10-28,Florida,20271272,18335,14800606,15430,12793276
2021-10-29,Florida,20271272,13266,14813872,11168,12804444
2021-10-30,Florida,20271272,16085,14829957,13195,12817639
2021-10-31,Florida,20271272,16733,14846690,14796,12832435
2021-11-01,Florida,20271272,11892,14858582,10824,12843259
2021-11-02,Florida,20271272,8419,14867001,6964,12850223
2021-11-03,Florida,20271272,12878,14879879,10570,12860793
2021-11-04,Florida,20271272,14370,14894249,12160,12872953
2021-11-05,Florida,20271272,11433,14905682,9227,12882180
2021-11-06,Florida,20271272,12246,14917928,9653,12891833
2021-11-07,Florida,20271272,15928,14933856,12562,12904395
2021-11-08,Florida,20271272,22935,14956791,19290,12923685
2021-11-09,Florida,20271272,17071,14973862,6185,12929870
2021-11-10,Florida,20271272,19878,14993740,9776,12939646
2021-11-11,Florida,20271272,0,14993740,0,12939646
2021-11-12,Florida,20271272,55587,15049327,28861,12968507
2021-11-13,Florida,20271272,27317,15076644,14683,12983190
2021-11-14,Florida,20271272,30392,15107036,16923,13000113
2021-11-15,Florida,20271272,24109,15131145,9486,13009599
2021-11-16,Florida,20271272,17552,15148697,6881,13016480
2021-11-17,Florida,20271272,24811,15173508,13550,13030030
2021-11-18,Florida,20271272,0,15173508,0,13030030
2021-11-19,Florida,20271272,23231,15196739,12021,13042051
2021-11-20,Florida,20271272,21035,15217774,10876,13052927
2021-11-21,Florida,20271272,21296,15239070,10915,13063842
2021-11-22,Florida,20271272,42840,15281910,20741,13084583
2021-11-23,Florida,20271272,0,15281910,0,13084583
2021-11-24,Florida,20271272,36928,15318838,16210,13100793
2021-11-25,Florida,20271272,0,15318838,0,13100793
2021-11-26,Florida,20271272,0,15318838,0,13100793
2021-11-27,Florida,20271272,0,15318838,0,13100793
2021-11-28,Florida,20271272,0,15318838,0,13100793
2021-11-29,Florida,20271272,0,15318838,0,13100793
2021-11-30,Florida,20271272,103612,15422450,83539,13184332
2021-12-01,Florida,20271272,15085,15437535,14494,13198826
2021-12-02,Florida,20271272,30759,15468294,28826,13227652
2021-12-03,Florida,20271272,17499,15485793,13012,13240664
2021-12-04,Florida,20271272,31156,15516949,24827,13265491
2021-12-05,Florida,20271272,24575,15541524,20472,13285963
2021-12-06,Florida,20271272,21134,15562658,21195,13307158
2021-12-07,Florida,20271272,13477,15576135,14420,13321578
2021-12-08,Florida,20271272,1924,15578059,775,13322353
2021-12-09,Florida,20271272,1765,15579824,507,13322860
2021-12-10,Florida,20271272,61030,15640854,49544,13372404
2021-12-11,Florida,20271272,21339,15662193,16180,13388584
2021-12-12,Florida,20271272,19654,15681847,14569,13403153
2021-12-13,Florida,20271272,19411,15701258,17606,13420759
2021-12-14,Florida,20271272,8737,15709995,6818,13427577
2021-12-15,Florida,20271272,0,15709995,0,13427577
2021-12-16,Florida,20271272,20508,15730503,17891,13445468
2021-12-17,Florida,20271272,36476,15766979,27176,13472644
2021-12-18,Florida,20271272,0,15766979,0,13472644
2021-12-19,Florida,20271272,41934,15808913,23601,13496245
2021-12-20,Florida,20271272,18943,15827856,12425,13508670
2021-12-21,Florida,20271272,14745,15842601,8627,13517297
2021-12-22,Florida,20271272,18961,15861562,10460,13527757
2021-12-23,Florida,20271272,26038,15887600,13589,13541346
2021-12-24,Florida,20271272,0,15887600,0,13541346
2021-12-25,Florida,20271272,0,15887600,0,13541346
2021-12-26,Florida,20271272,0,15887600,0,13541346
2021-12-27,Florida,20271272,27991,15915591,14299,13555645
2021-12-28,Florida,20271272,44459,15960050,26132,13581777
2021-12-29,Florida,20271272,16166,15976216,11142,13592919
2021-12-30,Florida,20271272,24924,16001140,14520,13607439
2021-12-31,Florida,20271272,0,16001140,0,13607439
2022-01-01,Florida,20271272,0,16001140,0,13607439
2022-01-02,Florida,20271272,0,16001140,0,13607439
2022-01-03,Florida,20271272,0,16001140,0,13607439
2022-01-04,Florida,20271272,76530,16077670,41241,13648680
2022-01-05,Florida,20271272,15542,16093212,10431,13659111
2022-01-06,Florida,20271272,0,16093212,0,13659111
2022-01-07,Florida,20271272,1441,16094653,446,13659557
2022-01-08,Florida,20271272,59509,16154162,33731,13693288
2022-01-09,Florida,20271272,20671,16174833,11453,13704741
2022-01-10,Florida,20271272,17878,16192711,11055,13715796
2022-01-11,Florida,20271272,13345,16206056,7553,13723349
2022-01-12,Florida,20271272,16799,16222855,9112,13732461
2022-01-13,Florida,20271272,19414,16242269,11934,13744395
2022-01-14,Florida,20271272,16887,16259156,10483,13754878
2022-01-15,Florida,20271272,0,16259156,0,13754878
2022-01-16,Florida,20271272,17045,16276201,10351,13765229
2022-01-17,Florida,20271272,0,16276201,0,13765229
2022-01-18,Florida,20271272,42554,16318755,21150,13786379
2022-01-19,Florida,20271272,126258,16445013,80178,13866557
2022-01-20,Florida,20271272,-3288,16441725,88,13866645
2022-01-21,Florida,20271272,37863,16479588,26875,13893520
2022-01-22,Florida,20271272,11706,16491294,9573,13903093
2022-01-23,Florida,20271272,11552,16502846,9818,13912911
2022-01-24,Florida,20271272,11597,16514443,7864,13920775
2022-01-25,Florida,20271272,8857,16523300,4564,13925339
2022-01-26,Florida,20271272,11865,16535165,8084,13933423
2022-01-27,Florida,20271272,9635,16544800,10276,13943699
2022-01-28,Florida,20271272,10012,16554812,9688,13953387
2022-01-29,Florida,20271272,9226,16564038,8995,13962382
2022-01-30,Florida,20271272,9573,16573611,9473,13971855
2022-01-31,Florida,20271272,0,16573611,0,13971855
2022-02-01,Florida,20271272,15322,16588933,16030,13987885
2022-02-02,Florida,20271272,8842,16597775,7519,13995404
2022-02-03,Florida,20271272,0,16597775,0,13995404
2022-02-04,Florida,20271272,15042,16612817,16087,14011491
2022-02-05,Florida,20271272,8788,16621605,8648,14020139
2022-02-06,Florida,20271272,8827,16630432,9281,14029420
2022-02-07,Florida,20271272,7712,16638144,9100,14038520
2022-02-08,Florida,20271272,8809,16646953,6401,14044921
2022-02-09,Florida,20271272,0,16646953,0,14044921
2021-07-01,Georgia,10214860,15046,4613167,8662,3893218
2021-07-02,Georgia,10214860,646,4613813,953,3894171
2021-07-03,Georgia,10214860,23191,4637004,16143,3910314
2021-07-04,Georgia,10214860,494,4637498,384,3910698
2021-07-05,Georgia,10214860,0,4637498,0,3910698
2021-07-06,Georgia,10214860,17700,4655198,16134,3926832
2021-07-07,Georgia,10214860,7464,4662662,6136,3932968
2021-07-08,Georgia,10214860,10952,4673614,8502,3941470
2021-07-09,Georgia,10214860,523,4674137,532,3942002
2021-07-10,Georgia,10214860,798,4674935,673,3942675
